text,likes,published_at,clean_text
harga 7 juta mending beli iphone bang nambah dikit.. kamera samsung B aja gk ada spesial2 nya di harga 7 jutaan,0,2026-04-13T15:01:53Z,harga 7 juta mending beli iphone bang nambah dikit kamera samsung b aja gk spesial2 nya harga 7 jutaan
Bang david review headset IEM dongg,0,2026-04-13T14:59:45Z,bang david review headset iem dongg
Bang dapit coba infinixe note 60 ultra😊,0,2026-04-13T14:47:20Z,bang dapit coba infinixe note 60 ultra
"Nonton video ini pake A52, dan sampe sekarang masih enak banget dipake.. bismillah mau upgrade ke A56",0,2026-04-13T14:33:32Z,nonton video pake a52 sampe sekarang enak banget dipake bismillah mau upgrade a56
"Suka Galaxy A5... series, tapi pas beli lensa macro nya jarang dipake, bahkan ga kepake. Kalau bisa ilangin aja biar bisa potong budget",0,2026-04-13T14:23:46Z,suka galaxy a5 series pas beli lensa macro nya jarang dipake bahkan ga kepake kalau ilangin aja biar potong budget
"User samsung a10s dari tahun 2020 sampe skrg alhamdulillah masih aman 🙌  udh sering jatuh/kebanting juga, tapi gk sampe gimana2, masih nyala.. Paling error itu sistemnya, karena 4/32 dipake sm org yg hobi foto2 + video 🤣🤣, lemot parah",0,2026-04-13T14:20:21Z,user samsung a10s tahun 2020 sampe skrg alhamdulillah aman udh sering jatuhkebanting gk sampe gimana2 nyala paling error sistemnya 432 dipake sm org yg hobi foto2 video lemot parah
"Untung tidak jual Samsung Galaxy A55 5G 🤣, rugi beli Samsung Galaxy A57 5G. Harga jual tidak sebanding nilai yg di dapat.",0,2026-04-13T14:08:05Z,untung jual samsung galaxy a55 5g rugi beli samsung galaxy a57 5g harga jual sebanding nilai yg
Makin makin ya Samsung😅,0,2026-04-13T14:06:40Z,makin makin samsung
a52s masih idaman,0,2026-04-13T14:04:56Z,a52s idaman
Request Infinix note 60 ultra,0,2026-04-13T13:56:03Z,request infinix note 60 ultra
Masih setia pake A35❤,0,2026-04-13T13:50:23Z,setia pake a35
"Dari Dulu emng ga tertarik sama hp ini, terlalu mahal namun ga sesuai😂",0,2026-04-13T13:45:20Z,dulu emng ga tertarik sama hp terlalu mahal ga sesuai
Masih setia dengan samsung A55☺️,0,2026-04-13T13:44:02Z,setia samsung a55
Itu kalo hp bisa di masukin ke air tuh lobang charger nya nanti bermasalah ha sih,0,2026-04-13T13:43:10Z,kalo hp masukin air tuh lobang charger nya bermasalah ha sih
Barusan lewat samsung mau beli tapi kata salesman nya nanti aja nunggu A60 katanya upgrade nya lumayan jauh...😂,0,2026-04-13T13:35:58Z,barusan lewat samsung mau beli kata salesman nya aja nunggu a60 katanya upgrade nya lumayan jauh
guys budget 10jt mending ambil xiaomi 15t pro atau ambil second sm s23 ultra atau ada rekomen lain,0,2026-04-13T13:35:22Z,guys budget 10jt mending ambil xiaomi 15t pro ambil second sm s23 ultra rekomen
"Jadi males beli samsung lagi soalnya after sales nya jelek, saya punya samsung a73 5g kena green line gak bisa di servis,  dari sc nya mereka bilang udah gada stock trus skrg hape nya harus saya apaain kalo gak bisa di service like are you deadass bro",4,2026-04-13T13:33:41Z,jadi males beli samsung soalnya after sales nya jelek punya samsung a73 5g kena green line gak servis sc nya bilang udah gada stock trus skrg hape nya apaain kalo gak service like are you deadass bro
Mending S25FE,0,2026-04-13T13:21:58Z,mending s25fe
"jadi bang saya butuh saran, menurut Abang mending beli Samsung A56 atau A57, bingung saya soalnya apa mending beli S25/S24 FE",1,2026-04-13T13:01:08Z,jadi bang butuh saran abang mending beli samsung a56 a57 bingung soalnya apa mending beli s25s24 fe
Tecno camon 50 pro bahas,0,2026-04-13T12:48:07Z,tecno camon 50 pro bahas
"malesnya pindah ke samsung tuh perkara exynosnya yang ""bapuk"" banget sih kalau di compare hp yang sekelas. Mungkin ga semua orang gila game, tapi siapa yang gak mau main emel setidaknya bisa stabil di 120 fps? hp 3-4 jutaan aja udah pada bisa ngasih kestabilan peforma yang lebih baik",0,2026-04-13T12:36:17Z,malesnya pindah samsung tuh perkara exynosnya bapuk banget sih kalau compare hp sekelas mungkin ga semua orang gila game siapa gak mau main emel stabil 120 fps hp 34 jutaan aja udah ngasih kestabilan peforma lebih baik
Masih rame a55 kmarin 😁,0,2026-04-13T12:35:31Z,rame a55 kmarin
Apa kabar infinix GT 50 pro ?,1,2026-04-13T12:33:19Z,apa kabar infinix gt 50 pro
Harga second A52s brp bang ?,0,2026-04-13T12:27:38Z,harga second a52s brp bang
minimal 512 GB lah,0,2026-04-13T12:25:07Z,minimal 512 gb lah
Mirip sony,0,2026-04-13T12:19:34Z,mirip sony
Rivew poco F8 pro bang,0,2026-04-13T12:01:10Z,rivew poco f8 pro bang
"Kemarin 4.4 dpt harga 6,8jt yg 12/256gb. Jujur hp nya lebih tipis dan lebih ringan. Sama kamera jauh agak mending dibanding A56 terutama foto selfienya",0,2026-04-13T11:57:30Z,kemarin 44 dpt harga 68jt yg 12256gb jujur hp nya lebih tipis lebih ringan sama kamera jauh mending dibanding a56 terutama foto selfienya
Camon 50 pro kapan bang .. Nungguin nii😊😊,0,2026-04-13T11:45:17Z,camon 50 pro kapan bang nungguin nii
coba slot nya seperti a55 bisa pky slot sd,0,2026-04-13T11:42:17Z,coba slot nya a55 pky slot sd
"1:36 seri A di Samsung ga banyak upgrade dikarenakan kalo harga seri fe turun, orang bakal jadiin 2 hp itu sebagai opsi, kalo upgradenya banyak orang ga akan ambil seri fe",0,2026-04-13T11:41:08Z,136 seri a samsung ga banyak upgrade dikarenakan kalo harga seri fe turun orang bakal jadiin 2 hp opsi kalo upgradenya banyak orang ga ambil seri fe
7 bulan baru pakai a56 😁,0,2026-04-13T11:37:27Z,7 bulan baru pakai a56
nonton elit ganti sulit,0,2026-04-13T11:28:52Z,nonton elit ganti sulit
review laptop redmegic blaze 16 pro bang,0,2026-04-13T11:26:56Z,review laptop redmegic blaze 16 pro bang
masih pakai A55,0,2026-04-13T11:23:26Z,pakai a55
Skip banget sih buat versi yg ini,0,2026-04-13T11:12:48Z,skip banget sih buat versi yg
Beli a56 ketika a57 dah keluar gegara ngerasa lbh worth it a56 karena selisih harga nya jauh tp beda nya tipis hehhehe,0,2026-04-13T11:04:51Z,beli a56 a57 dah keluar gegara ngerasa lbh worth it a56 selisih harga nya jauh tp beda nya tipis hehhehe
Samsung lemah di sinyal,0,2026-04-13T10:59:53Z,samsung lemah sinyal
Masih pake A54 nii wkwkwk masih enak2 aja cuman pr batrenya udh boross😂,0,2026-04-13T10:57:57Z,pake a54 nii wkwkwk enak2 aja cuman pr batrenya udh boross
Prosesor exynos... Langsung skip 😂,0,2026-04-13T10:45:51Z,prosesor exynos langsung skip
Infinix note 60 promax bang,0,2026-04-13T10:32:34Z,infinix note 60 promax bang
Mentoknya di a54 kayaknya 😂,0,2026-04-13T10:21:58Z,mentoknya a54 kayaknya
Bang bahas Infinix GT50 pro dong,0,2026-04-13T10:21:50Z,bang bahas infinix gt50 pro dong
bang review infinix note 60 ultra dong,0,2026-04-13T10:20:34Z,bang review infinix note 60 ultra dong
Nonton pake A50 (tanpa S) 😅,0,2026-04-13T10:07:52Z,nonton pake a50 s
"aku beli A52 karena rekomendasi bang david,,udah 5 tahun dipake masih oke banget sampe sekarang,,,",0,2026-04-13T10:01:49Z,aku beli a52 rekomendasi bang davidudah 5 tahun dipake oke banget sampe sekarang
"samsung A52s ini mau ganti, tapi ga tau ganti apa yang di atas ini dan harga seharga A52S baru😭😭",0,2026-04-13T10:00:49Z,samsung a52s mau ganti ga tau ganti apa atas harga seharga a52s baru
Bang coba riview Oppo Reno 15 5g dong please🙏🥺,0,2026-04-13T09:53:56Z,bang coba riview oppo reno 15 5g dong please
Bang Coba Fitur NFC yg katanya bisa Tarik Tunai Tanpa Kartu(3TK) di alfa/indo mart,0,2026-04-13T09:44:59Z,bang coba fitur nfc yg katanya tarik tunai kartu3tk alfaindo mart
Samsung bagi kaum yg ingin hp tapi gk ribet plus update lama 😅,2,2026-04-13T09:32:16Z,samsung kaum yg hp gk ribet plus update lama
Kenapa belum review tecno camon 50 pro?,0,2026-04-13T09:12:48Z,review tecno camon 50 pro
Sejauh ini smartphone yang enak dipake emang samsung sama iphone,0,2026-04-13T09:08:34Z,sejauh smartphone enak dipake emang samsung sama iphone
9:59 Samsung: apa? Upgrade software 4k 30 ke 4k 60? Beli lagi lah kalau mau 4k 60 di a58 tau depan,0,2026-04-13T09:01:36Z,959 samsung apa upgrade software 4k 30 4k 60 beli lah kalau mau 4k 60 a58 tau depan
3:34 bagi wallpaper nya bang 😅,0,2026-04-13T08:59:23Z,334 wallpaper nya bang
Kapan review hp seri tecno camon min?,0,2026-04-13T08:53:36Z,kapan review hp seri tecno camon min
"keliatan sedikit lagi tadi harganya pas infoin kameranya di websitenya, wow banget sihh mid range nya",0,2026-04-13T08:29:17Z,keliatan sedikit tadi harganya pas infoin kameranya websitenya wow banget sihh mid range nya
Kalau ada edge lebih keren lagi,0,2026-04-13T08:28:38Z,kalau edge lebih keren
Smpai saat ini ak kok masih pakai nenek moyangnya aja A52 😂😂😂😂😂.......,0,2026-04-13T08:24:46Z,smpai ak kok pakai nenek moyangnya aja a52
"Saya mantan pengguna samsung a54, ketebalan dan panas nya bikin gak nyaman di pegang lama.  Buget 6 jutaan ambil ip 13 basic saja yg second. Jauh lebih wortit",0,2026-04-13T08:22:24Z,mantan pengguna samsung a54 ketebalan panas nya bikin gak nyaman pegang lama buget 6 jutaan ambil ip 13 basic yg second jauh lebih wortit
mesin panas ngak bg,0,2026-04-13T08:18:59Z,mesin panas ngak bg
"Kmarin waktu A56 keluar,ada yg bilang mending tunggu A57,sekarang A57 keluar mungkin mending nunggu A58 sekalian,gitu aja trs menerus 😅",0,2026-04-13T08:02:59Z,kmarin waktu a56 keluarada yg bilang mending tunggu a57sekarang a57 keluar mungkin mending nunggu a58 sekaliangitu aja trs menerus
"Yah tunggu A60 ajalah. Masih sama sama aja dengan A56, lebih maksain keluarin series baru aja rupanya 😆",0,2026-04-13T07:56:03Z,yah tunggu a60 ajalah sama sama aja a56 lebih maksain keluarin series baru aja rupanya
BISMILLAH HP TERBAIKKK❤❤❤❤,1,2026-04-13T07:54:48Z,bismillah hp terbaikkk
Gak tau kenapa semenjak not3 saya langsung mati total. gara2 jatuh duluan layarnya. Dari itu saya trauma beli si SAMSUL ini,0,2026-04-13T07:46:39Z,gak tau semenjak not3 langsung mati total gara2 jatuh duluan layarnya trauma beli si samsul
Kak david infinix smart 20 bagus kah?,0,2026-04-13T07:25:20Z,kak david infinix smart 20 bagus
Kemampuan ane cukup a15 4g❤,1,2026-04-13T07:10:27Z,kemampuan ane cukup a15 4g
andaikan compact sizenya saya bakal gas,0,2026-04-13T07:02:52Z,andaikan compact sizenya bakal gas
"Coba bahas masalah jaringan Bang, bandingin hp versi US dan versi Indonesia.
Aku cari cari yang bahas versi US mmWave dan versi standard di channel Indonesia kok belum nemu.",0,2026-04-13T06:26:17Z,coba bahas masalah jaringan bang bandingin hp versi us versi indonesia aku cari cari bahas versi us mmwave versi standard channel indonesia kok nemu
user A52s yg menonton review ini : 🤔,0,2026-04-13T06:25:05Z,user a52s yg menonton review
Sisamsul kenapa jir 😹,0,2026-04-13T06:14:29Z,sisamsul jir
Masih pake A51 😊,0,2026-04-13T06:02:27Z,pake a51
Bang nama wallpaper bunganya apa,0,2026-04-13T05:58:31Z,bang nama wallpaper bunganya apa
"Tetap lebih keren yg a55, a54, a35, krna di bagian kameranya tdk ada bingkai, sukanya sma smsung krna letak kameranya bergilir, berbaris dn ukurannya biasa aja, gak kyk android lainnya yg besar kayak mata dajjal 😂😂😂",0,2026-04-13T05:31:08Z,tetap lebih keren yg a55 a54 a35 krna bagian kameranya tdk bingkai sukanya sma smsung krna letak kameranya bergilir berbaris dn ukurannya biasa aja gak kyk android lainnya yg besar kayak mata dajjal
Scamsung overpriced masih aja dibela LOL,0,2026-04-13T04:47:26Z,scamsung overpriced aja dibela lol
Channel gaje terlalu bias gak detil,0,2026-04-13T04:46:59Z,channel gaje terlalu bias gak detil
Bahas VIVO Y31D PRO DONG,0,2026-04-13T04:37:58Z,bahas vivo y31d pro dong
Aku suka cip setnya dan cameranya yg cerah.,0,2026-04-13T04:36:20Z,aku suka cip setnya cameranya yg cerah
"Doain aku bisa beli hp ini gaes, Amin 😂",0,2026-04-13T03:40:01Z,doain aku beli hp gaes amin
"Di 2026 ini masih pake samsung A52 4g
Minus backcover nya copot😂",0,2026-04-13T03:37:05Z,2026 pake samsung a52 4g minus backcover nya copot
Masih setia di a52s sama s23. Untuk A57 kayanya skip dulu deh.,1,2026-04-13T03:29:50Z,setia a52s sama s23 a57 kayanya skip dulu deh
"Nonton video ini di samsung a52, beli di 2022, samsung a5 series emang bukan buat semua orang sih, kalo menurut sya buat orang yang emang suka pake samsung dan butuh hp all-rounder aja, aftersales cukup mudah, dan bukan yg geek soal feature dan specsheet😅",0,2026-04-13T03:23:54Z,nonton video samsung a52 beli 2022 samsung a5 series emang bukan buat semua orang sih kalo sya buat orang emang suka pake samsung butuh hp allrounder aja aftersales cukup mudah bukan yg geek soal feature specsheet
"The end of samsung,, seri ini sudah tidak worth sama sekali,, wkwk",0,2026-04-13T03:13:58Z,the end of samsung seri worth sama sekali wkwk
huawei mate 80 pro,0,2026-04-13T02:45:21Z,huawei mate 80 pro
Gue yang masih setia sama samsung galaxy A51 😂,0,2026-04-13T02:39:03Z,gue setia sama samsung galaxy a51
Nonton pakai A56 😂,0,2026-04-13T02:38:43Z,nonton pakai a56
"Udah seri 7 aja, seri 1 masih baik2 aja, sering jatuh, renang air pantai. Gokil A5 series",0,2026-04-13T02:16:59Z,udah seri 7 aja seri 1 baik2 aja sering jatuh renang air pantai gokil a5 series
"Ada apa dengan samsung a05,a06,a07 sering gak bisa di sentuhhh padahal hp baru beli",0,2026-04-13T02:12:38Z,apa samsung a05a06a07 sering gak sentuhhh padahal hp baru beli
"Samsung ""Terllu nyaman duduk dizona Aman"" .
Sedikit inovasi, cm ganti naik chipset 1 step aj setiap seri.
BOSAN SUUUNG SAMSUNG.",0,2026-04-13T02:07:45Z,samsung terllu nyaman duduk dizona aman sedikit inovasi cm ganti naik chipset 1 step aj seri bosan suuung samsung
"A57 Di kritik di anggap gak upgrade dan mahal, 
tpi tetap aja samsung top global, gmna kalau di imbangin  samsung ya wkkwkw",0,2026-04-13T01:27:55Z,a57 kritik anggap gak upgrade mahal tpi tetap aja samsung top global gmna kalau imbangin samsung wkkwkw
"mau sejelek apapun speknya, seminim apapun upgradenya dan over price banget pun, samsung akan tetap punya tempat dihati penikmat one ui yg akan tetap membeli nya.
karena yg mereka cari adalah experience dari one ui yg tidak didapatkan di brand lain",0,2026-04-13T01:17:50Z,mau sejelek apapun speknya seminim apapun upgradenya over price banget samsung tetap punya tempat dihati penikmat one ui yg tetap membeli nya yg cari experience one ui yg didapatkan brand
"🔥Halo Bang, Tolong Buatkan Review HP Android Menengah Bawah yang cocok untuk MIDI (Two Way) untuk disambungkan dengan keyboard synth, untuk produksi musik.
Makasih Bang.",0,2026-04-13T01:09:17Z,halo bang buatkan review hp android menengah bawah cocok midi two way disambungkan keyboard synth produksi musik makasih bang
"aku masih stuck di A20s, pemakaian dari 2021, lg nabung buat beli ip 17 pro max 😂😂",0,2026-04-13T00:15:58Z,aku stuck a20s pemakaian 2021 lg nabung buat beli ip 17 pro max
giveaway bisa x bang buat orang yg cuma bisa nonton pake hape kentang ini 😅,0,2026-04-13T00:12:45Z,giveaway x bang buat orang yg cuma nonton pake hape kentang
Lain kali unboxing hp realme c71 bang,0,2026-04-12T23:08:29Z,kali unboxing hp realme c71 bang
"Upgradenya bikin turu
Harganya bikin tangi😂😂😂",0,2026-04-12T23:02:13Z,upgradenya bikin turu harganya bikin tangi
Review Tecno camon 50 bang david,0,2026-04-12T22:09:50Z,review tecno camon 50 bang david
Infinix gt 50 pro bang,0,2026-04-12T21:24:15Z,infinix gt 50 pro bang
Tekno camon 5 bg,0,2026-04-12T20:17:14Z,tekno camon 5 bg
Kok samsung skrg jadi serba nanggung ga kayak brand2 lain,0,2026-04-12T19:41:05Z,kok samsung skrg jadi serba nanggung ga kayak brand2
Tetap Samsung paling bagus..disamping awet puluhan tahun..cryto wallet saya dari tahun 2010 masih tersimpan awet sampai sekarang,0,2026-04-12T19:18:36Z,tetap samsung paling bagusdisamping awet puluhan tahuncryto wallet tahun 2010 tersimpan awet sekarang
"Tolong semuanya semangatin gwehhhhhh, gw baru aja beli samsung inihh. Dari user iphone ke samsung lagi. Jangan pada nakut nakutin dah komennya. Soalnya ini dibeliin mau beli iphone lagi pada naek semua harganya😂😢😢😢",0,2026-04-12T18:31:47Z,semuanya semangatin gwehhhhhh gw baru aja beli samsung inihh user iphone samsung jangan nakut nakutin dah komennya soalnya dibeliin mau beli iphone naek semua harganya
masih nyaman nonton ini di samsung A51 😂,0,2026-04-12T18:30:13Z,nyaman nonton samsung a51
Review Red magic 11 pro plus golden saga bang,0,2026-04-12T17:55:29Z,review red magic 11 pro plus golden saga bang
"@12:57 Setuju, dari jaman S20 FE vs A51, saya selalu pilih S2x FE drpd A5x",11,2026-04-12T17:41:13Z,1257 setuju jaman s20 fe vs a51 selalu pilih s2x fe drpd a5x
Masih pake M20 it works bro,0,2026-04-12T17:38:55Z,pake m20 it works bro
"@7:22 Ada yg ketinggalan... TIDAK ada chargernya, TIDAK ada chargernya, TIDAK ada chargernya 😂",1,2026-04-12T17:34:22Z,722 yg ketinggalan chargernya chargernya chargernya
liat ni orang cuman buat pengantar tidur🗿,0,2026-04-12T17:30:22Z,liat ni orang cuman buat pengantar tidur
Riview barang aneh plis,0,2026-04-12T17:25:57Z,riview barang aneh plis
Bikin rekomendasi Sepiker 1jt dong bg,0,2026-04-12T17:18:51Z,bikin rekomendasi sepiker 1jt dong bg
Samsung a37 5g bang,0,2026-04-12T17:04:31Z,samsung a37 5g bang
"Masih nyaman sama A52S 5G 🤣
Belum ganti² dari awal rillis sampai sekarang. Awet dan juga belum ketinggalan banget masih oke semua fitur2 nya",0,2026-04-12T15:59:36Z,nyaman sama a52s 5g ganti awal rillis sekarang awet ketinggalan banget oke semua fitur2 nya
"Mahal bro.., bedanya dikit doank ama A 56...😂😂😂",0,2026-04-12T15:57:26Z,mahal bro bedanya dikit doank ama a 56
Oppo reno 15 pro max 5g kapan di review bg??,0,2026-04-12T15:51:38Z,oppo reno 15 pro max 5g kapan review bg
"Paling gak mau dengan hp fomo atau hp dengan bnyak yg gunain . Aku milih motorola , gk terlalu bnyak yg gunain dibanding brand2 fomo",0,2026-04-12T15:49:13Z,paling gak mau hp fomo hp bnyak yg gunain aku milih motorola gk terlalu bnyak yg gunain dibanding brand2 fomo
"Aku nonton pake A56 12/256 hasil war launching tahun lalu setelah hijrah dari A54 8/256, Alhamdulillah untuk pindah datanya enak banget, dan Alhamdulillah sudah sangat mencover kegiatan saya yg cuma sosmedtan 😅, apalagi pake ekosistem Samsung yg lain, dijamin betah gaes, semoga awet, sampe jumpa 5 tahun kedepan lah untuk upgrade lagi.",0,2026-04-12T15:48:03Z,aku nonton pake a56 12256 hasil war launching tahun lalu hijrah a54 8256 alhamdulillah pindah datanya enak banget alhamdulillah sangat mencover kegiatan yg cuma sosmedtan pake ekosistem samsung yg dijamin betah gaes semoga awet sampe jumpa 5 tahun kedepan lah upgrade
Antara samsung A57 sama iphone 14 mendingan yang mana bang? Masih bingung,0,2026-04-12T15:46:04Z,samsung a57 sama iphone 14 mendingan mana bang bingung
"lnfinix 50 GT bang🙏
(2026)",0,2026-04-12T15:45:55Z,lnfinix 50 gt bang 2026
